Rank,Handle,Score,Problems Solved
198,yyyyxh,2220.0,6
199,874641984,2218.0,6
199,liqingyang,2218.0,6
201,GSH_gsh,2216.0,6
201,phsads,2216.0,6
201,I.Gleb,2216.0,6
204,Nelson_loh,2214.0,6
205,Teja-Smart,2210.0,6
206,MAKMED1337,2208.0,6
207,jason_sun,2206.0,6
208,kmjp,2204.0,6
208,ButanlishiHuanwoAC,2204.0,6
208,Boboge,2204.0,6
208,wishsh,2204.0,6
212,janY_,2200.0,6
212,raztun,2200.0,6
214,as_dfsdf,2196.0,6
215,AkiyamaMizuki,2186.0,6
216,leinad2,2184.0,6
216,PieArmy,2184.0,6
216,fyable,2184.0,6
216,shenfe1,2184.0,6
220,lvkaiyi0811,2182.0,6
221,ikrpprppp,2180.0,6
222,Mindeveloped,2178.0,6
222,mcfr,2178.0,6
222,Akulyat,2178.0,6
222,culver0412,2178.0,6
226,evenvalue,2172.0,6
226,Ari,2172.0,6
226,udhavvarma03,2172.0,6
229,akshaykhandelwal,2170.0,6
230,Gaoyc,2168.0,6
230,Nummer_64,2168.0,6
232,SmolBrain,2162.0,6
233,sheercold,2160.0,6
234,phirtheta,2154.0,6
234,HHY_zZhu,2154.0,6
234,flashmt,2154.0,6
237,HuaJun,2152.0,6
238,lamduybao03,2150.0,6
239,Anonymous_Noob,2148.0,6
240,InkyFlameMaster,2146.0,6
241,Sai_t,2142.0,6
242,jasmin_studer,2138.0,6
242,dyppp,2138.0,6
244,Mtaylor,2128.0,6
245,gravitsapa,2126.0,6
246,zacharychao,2122.0,6
246,anpaio,2122.0,6
248,Flamire,2120.0,6
249,GOTKAKO,2116.0,6
249,chenyitaoooo,2116.0,6
249,dog_of_Nesraychan,2116.0,6
252,ishmeal,2114.0,6
253,e3e,2112.0,6
254,hhhgjyismine,2110.0,6
255,Galetx,2108.0,6
256,Romy67,2106.0,6
257,IMackerI,2100.0,6
257,Ra16bit,2100.0,6
259,sedev57,2098.0,6
260,Rafi22,2094.0,6
260,anmichi,2094.0,6
260,Marckess,2094.0,6
263,heidiheize,2092.0,6
264,Flandre,2090.0,6
265,rgnerdplayer,2088.0,6
265,Wobert,2088.0,6
267,rui_er,2086.0,6
268,Kustov_Vadim_533,2082.0,6
269,2018LZY,2078.0,6
269,liumohan,2078.0,6
271,MridulAhi,2076.0,6
272,shiqingbaiya666,2072.0,6
273,borgar02,2070.0,6
274,yuanruiqi,2068.0,6
275,0wuming0,2066.0,6
275,Xellos,2066.0,6
277,2018haha,2064.0,6
278,zi.zh,2060.0,6
279,DanTheMan.,2056.0,6
280,yinhee,2052.0,6
280,gvihvo,2052.0,6
280,whaskntax,2052.0,6
280,lrvideckis,2052.0,6
284,FantasyNumber,2050.0,6
284,djm03178,2050.0,6
284,shorya1835,2050.0,6
287,emthrm,2048.0,6
288,golomb,2044.0,6
289,ahsoltan,2038.0,6
290,mjtai,2036.0,6
290,zemen,2036.0,6
292,miss_robot,2030.0,6
292,WRKRW,2030.0,6
294,defnotmee,2026.0,6
295,JWRuixi,2024.0,6
296,zxcen,2020.0,6
296,Franuch,2020.0,6
296,adam01,2020.0,6
299,Enchom,2016.0,6
300,warner1129,2012.0,6
