Rank,Handle,Score,Problems Solved
872,zwezdinv,2821.0,9
876,Kuangchenrui,2820.0,9
877,Zbyszek99,2819.0,9
877,kHarsh3715,2819.0,9
879,Saquariu,2818.0,9
879,one_autum_leaf,2818.0,9
881,ASHWANTH_K,2817.0,9
881,FzArK,2817.0,9
883,Heartbeateffect,2815.0,9
883,ishmeal,2815.0,9
885,Drew_,2814.0,9
886,altgifted,2812.0,9
887,AvgCivilEng,2811.0,9
888,goncharovmike,2810.0,9
889,vbsinha,2809.0,9
889,paulinia,2809.0,9
889,sonic407,2809.0,9
892,goats_9,2808.0,9
892,divergence1,2808.0,9
